当前数据库信息：
jdbc:oracle:thin:@192.168.10.106:1521:orcl, scjm2, scjm2
==================


1、数据库实例信息

startup_time, instance_name, host_name, version

2015-11-30, orcl, localhost.localdomain, 11.2.0.3.0


2、安装环境信息

version_time, database_role, resetlogs_change#, open_resetlogs, protection_level, standby_became_primary_scn, db_unique_name, supplemental_log_data_fk, archive_change#, activation#, platform_id, platform_name, created, controlfile_type, name, log_mode, dbid, current_scn, controlfile_time, flashback_on, fs_failover_status, supplemental_log_data_min, dataguard_broker, supplemental_log_data_all, archivelog_change#, controlfile_converted, guard_status, controlfile_change#, resetlogs_time, supplemental_log_data_pl, supplemental_log_data_pk, archivelog_compression, last_open_incarnation#, switchover_status, checkpoint_change#, recovery_target_incarnation#, protection_mode, open_mode, remote_archive, prior_resetlogs_time, supplemental_log_data_ui, fs_failover_threshold, force_logging, controlfile_sequence#, switchover#, prior_resetlogs_change#, controlfile_created

2014-07-09, PRIMARY, 995548, NOT ALLOWED, UNPROTECTED, 0, orcl, NO, 43050866, 1380247339, 13, Linux x86 64-bit, 2014-07-09, CURRENT, ORCL, NOARCHIVELOG, 1380260907, 43110179, 2016-01-15, NO, DISABLED, NO, DISABLED, NO, 0, NO, NONE, 43110154, 2014-07-09, NO, NO, DISABLED, 2, NOT ALLOWED, 43091204, 2, MAXIMUM PERFORMANCE, READ WRITE, ENABLED, 2011-09-17, NO, 0, NO, 222131, 1380247339, 1, 2014-07-09


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.3.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.3.0

PL/SQL, Production, 11.2.0.3.0

TNS for Linux:, Production, 11.2.0.3.0


4、数据库安装配置信息

parameter, value
T_PJ09_05, PJ0905003, 银行贷款

T_PJ09_05, PJ0905004, 自筹

T_PJ09_06, PJ0906002, 年度

T_PJ09_06, PJ0906005, 品牌展示、洽谈会、推荐会主要情况

T_PJ09_06, PJ0906006, 品牌营销宣传投放资金

T_PJ09_07, PJ0907001, 流水号

T_PJ09_07, PJ000, 项目流水号

T_PJ09_07, PJ0907004, 去年实际产量

T_PJ09_07, PJ0907005, 产销率

T_PJ09_07, PJ0907006, 国有市场占有率

T_PJ09_07, PJ0907007, 出口量

T_PJ09_09, PJ0909001, 流水号

T_PJ09_09, PJ000, 项目流水号

T_PJ09_09, PJ0909002, 新增销售收入

T_PJ09_09, PJ0909003, 新增利润

T_PJ09_09, PJ0909006, 新增就业人员

T_PJ09_10, PJ0910001, 流水号

T_PJ09_10, PJ000, 项目流水号

T_PJ09_10, PJB0910004, 污水减排量

T_PJ09_10, PJ0910005, COD减排量

T_PJ09_10, PJ0910006, 氨氮减排量

T_PJ10_01, PJ1001001, 流水号

T_PJ10_01, PJ1001003, 联系人

T_PJ10_01, PJ1001004, 联系电话

T_PJ10_01, PJ1001006, 注册资本

T_PJ10_01, PJ1001007, 企业地址

T_PJ10_01, PJ1001008, 法人代表

T_PJ10_01, PJ1001012, 帐号

T_PJ10_01, PJ1001013, 项目组织单位简介

T_PJ10_01, PJ1001005, 企业名称

T_PJ10_01, PJ7097, 填报单位

T_PJ10_01, PJB1001015, 企业性质

T_PJ10_01, PJ1001016, 经营范围

T_PJ10_01, PJ1001017, 主要产品

T_PJ10_01, PJ1001020, 利润总额

T_PJ10_01, PJ1001021, 负债总额

T_PJ10_01, PJ1001022, 资产负债率

T_PJ10_01, PJ1001023, 缴税总额

T_PJ10_01, PJ1001026, 组织机构代码

T_PJ10_01, PJ1001027, 所在市州代码

T_PJ10_01, PJ1001028, 所在区县代码

T_PJ10_02, PJ1002001, 流水号

T_PJ10_02, PJ000, 项目流水号

T_PJ10_02, PJB1002002, 申请单位

T_PJ10_02, PJ1002003, 培训项目实施地

T_PJ10_02, PJ1002006, 培训形式（与院校合作或自行举办）

T_PJ10_02, PJ1002007, 培训人数（人）

T_PJ10_02, PJ1002010, 培训时长（天）

T_PJ10_02, PJ1002011, 主要授课老师

T_PJ10_02, PJ1002012, 项目效果

T_PJ10_03, PJB1003002, 教材编写费用

T_PJ10_03, PJ1003003, 聘请师资费用

T_PJ10_03, PJ1003006, 其他费用

T_PJ10_04, PJ1004001, 流水号

T_PJ10_04, PJ000, 项目流水号

T_PJ10_04, PJ1004002, 项目参展地区（国家）

T_PJ10_04, PJ1004005, 主要参展作品

T_PJ10_04, PJ1004006, 项目情况简介

T_PJ10_04, PJ1004007, 项目开始时间

T_PJ10_04, PJ1004008, 项目结束时间

T_PJ10_05, PJ1005001, 流水号

T_PJ10_05, PJ000, 项目流水号

T_PJ10_05, PJB1005002, 项目类型

T_PJ10_05, PJB1005003, 项目现处阶段

T_PJ10_05, PJB1005004, 项目属性

T_PJ10_05, PJ1005005, 项目主要内容

T_PJ10_05, PJ1005006, 项目工艺技术水平

T_PJ10_05, PJ1005007, 项目建设起年度

T_PJ10_05, PJ1005008, 项目建设止年度

T_PJ10_05, PJ1005009, 项目总投资

T_PJ10_05, PJ1005010, 固定资产投资

T_PJ10_05, PJ1005011, 铺底流动资金

T_PJ10_05, PJ1005012, 已完成投资额

T_PJ10_06, PJ1006001, 流水号

T_PJ10_06, PJ000, 项目流水号

T_PJ10_06, PJ0905002, 年度

T_PJ10_06, PJ1006003, 银行贷款

T_PJ10_06, PJ1006004, 自有资金

T_PJ10_06, PJ1006005, 其他资金

T_PJ10_07, PJ1007001, 流水号

T_PJ10_07, PJ000, 项目流水号

T_PJ10_07, PJ1007002, 新增销售收入

T_PJ10_07, PJ1007003, 新增利润

T_PJ10_07, PJB1007004, 新增税金

T_PJ10_07, PJ1007005, 新增出口创汇

T_PJ10_07, PJ1007006, 新增就业人员

T_PJ11_01, PJ1101001, 流水号

T_PJ11_01, PJ000, 项目流水号

T_PJ11_01, PJ1101002, 企业名称

T_PJ11_01, PJ1101003, 注册资本

T_PJ11_01, PJ1101004, 项目联系人

T_PJ11_01, PJ1101005, 企业地址

T_PJ11_01, PJ1101006, 开户银行

T_PJ11_01, PJ1101007, 法人代表

T_PJ11_01, PJ1101008, 银行对公账号

T_PJ11_01, PJ1101009, 项目联系人电话

T_PJ11_01, PJ1101010, 法人代表联系电话

T_PJ11_01, PJ1101011, 传真

T_PJ11_01, PJB1101012, 所在地区代码

T_PJ11_01, PJB1101013, 是否进入四川省地方名优产品目录

T_PJ11_02, PJ1102001, 流水号

T_PJ11_02, PJ000, 项目流水号

T_PJ11_02, PJ1102002, 年度

T_PJ11_02, PJ1102003, 季度

T_PJ11_02, PJ1102004, 去年主营业务收入

T_PJ11_02, PJ1102005, 企业主要产品

T_PJ11_02, PJ1102006, 本季度销售收入

T_PJ11_02, PJ1102007, 季度销售产值同比

T_PJ11_02, PJ1102008, 直销店（专卖区、柜）季度销售收入

T_PJ11_02, PJ1102009, 季度产销率

T_PJ11_02, PJ1102010, 去年年末职工数

T_PJ11_02, PJ1102011, 去年从事营销人员数

T_PJ11_02, PJ1102012, 季度网络交易额(需占销售收入20%以上)

T_PJ11_02, PJ1102013, 去年利润总额

T_PJ11_02, PJ1102015, 去年从事电子商务人数

T_PJ11_02, PJ1102014, 电子商务交易主要平台

T_PJ11_03, PJ1103001, 流水号

T_PJ11_03, PJ000, 项目流水号

T_PJ11_03, PJB1103002, 卖场所在城市位置

T_PJ11_03, PJB1103003, 省、市

T_PJ11_03, PJ1103004, 直销店、商场、超市、（名称、地址）

T_PJ11_03, PJ1103005, 直销店、专卖区（柜）（面积 ）

T_PJ11_03, PJ1103006, 设立时间

T_PJ11_03, PJ1103007, 申请补助费用 （万元）

T_PJ12_01, PJ1201001, 流水号

T_PJ12_01, PJ000, 项目流水号

T_PJ12_01, PJ1201002, 企业名称

T_PJ12_01, PJ1101003, 注册资本

T_PJ12_01, PJ1201004, 联系人

T_PJ12_01, PJ1201005, 企业地址

T_PJ12_01, PJB1201006, 单位属性（隶属关系、企业所有制性质）

T_PJ12_01, PJ1201007, 法人代表

T_PJ12_01, PJ1101008, 银行对公账号

T_PJ12_01, PJ1201009, 联系人电话

T_PJ12_01, PJ1201010, 生产许可证号

T_PJ12_01, PJ1201011, 企业总产能

T_PJ12_01, PJB1201012, 所在地区代码

T_PJ12_01, PJ1201013, 前一年资产总额

T_PJ12_01, PJ1201014, 前一年固定资产净值

T_PJ12_01, PJ1201015, 前一年淘汰设备净资产值

T_PJ12_01, PJ1201016, 前一年职工人数

T_PJ12_01, PJ1201017, 享受其他政策

T_PJ12_01, PJB1201018, 所属行业

T_PJ12_01, PJ1201019, 开户银行名称

T_PJ12_01, PJ1201020, 开户银行信用等级

T_PJ12_01, PJ1201021, 企业总资产

T_PJ12_01, PJ1201022, 固定资产原值

T_PJ12_01, PJ1201023, 固定资产净值

T_PJ12_01, PJ1201024, 资产负债率

T_PJ12_01, PJ1201025, 其中：流动负债

T_PJ12_01, PJ1201026, 贷款余额

T_PJ12_01, PJ1201029, 应付帐款

T_PJ12_01, PJ1201030, 产成品资金占用

T_PJ12_01, PJ1201033, 流动资产

T_PJ12_01, PJ1201034, 邮政编码

T_PJ12_01, PJ1201035, 企业代码

T_PJ12_01, PJ1201036, 民族、贫困县

T_PJ12_01, PJ1201056, 主要产品备注

T_PJ12_02, PJ1202001, 流水号

T_PJ12_02, PJ000, 项目流水号

T_PJ12_02, PJ1202002, 项目名称

T_PJ12_02, PJ1202003, 项目备案获准或审批号

T_PJ12_02, PJ1202006, 项目负责人

T_PJ12_02, PJ1202007, 联系电话

T_PJ12_02, PJ1202008, 传真

T_PJ12_02, PJ1202012, 项目计划总投资

T_PJ12_02, PJ1202013, 其中：固定资产投资

T_PJ12_01, PJ1201027, 其中：中长期贷款余额

T_PJ12_01, PJ1201028, 应收帐款

T_PJ12_02, PJ1202014, 项目计划贷款金额

T_PJ12_02, PJ1202015, 项目建设年限

T_PJ12_02, PJ1202016, 项目建设开始时间

T_PJ12_02, PJ1202019, 改造前企业能源消耗量

T_PJ12_02, PJ1202020, 其中：用电量

T_PJ12_03, PJ1203001, 流水号

T_PJ12_03, PJB1203003, 淘汰方式

T_PJ12_03, PJ1203004, 计划淘汰产能

T_PJ12_03, PJB1203008, 淘汰设备或工艺

T_PJ12_03, PJ1203009, 主要指标

T_PJ12_03, PJ1203010, 淘汰数量

T_PJ12_03, PJ1203013, 环保审批机关及文号

T_PJ12_03, PJ1203014, 土地审批机关及文号

T_PJ12_03, PJ1203015, 项目投资

T_PJ12_03, PJ1203019, 淘汰（关闭）原因

T_PJ12_06, PJ000, 项目流水号

T_PJ12_06, PJ1206002, 产品名称

T_PJ12_06, PJ1206005, 产销率

T_PJ12_06, PJ1206006, 国内市场占有率

T_PJ12_06, PJ1206007, 出口量

T_PJ12_06, PJ1206008, 备注

T_PJ12_07, PJ1207001, 流水号

T_PJ12_07, PJ000, 项目流水号

T_PJ12_07, PJ1207002, 年度

T_PJ12_07, PJ1207003, 销售收入

T_PJ12_07, PJ1207004, 利润

T_PJ12_07, PJ1207005, 税收

T_PJ12_07, PJ1207006, 出口创汇

T_PJ12_07, PJ1207007, 行业排名

T_PJ12_07, PJ1207010, 实际SO2排放量

T_PJ12_07, PJ1207011, 实际CO2排放量

T_PJ12_07, PJ1207012, 实际COD排放量

T_PJ12_07, PJ1207015, 备注

T_PJ12_07, PJ1207016, 落后生产线主要产品产量

T_PJ12_08, PJ1208002, 项目贷款银行

T_PJ12_08, PJ1208003, 贷款金额

T_PJ12_09, PJ1209001, 流水号

T_PJ12_09, PJ000, 项目流水号

T_PJ12_09, PJ1209003, 新增利润

T_PJ12_09, PJ1209004, 新增税金

T_PJ12_09, PJ1209005, 新增出口创汇

T_PJ12_10, PJ1210001, 流水号

T_PJ12_10, PJ000, 项目流水号

T_PJ12_10, PJ1210002, 年节约煤

T_PJ12_10, PJ1210003, 年节约电

T_PJ12_10, PJ1210006, 煤的品种和热值

T_PJ12_10, PJ1210007, 折标率为电

T_PJ12_10, PJ1210008, 燃气的品种和热值

T_PJ12_10, PJ1210010, 其它热能节约

T_PJ12_11, PJ1211002, 年减排COD为

T_PJ12_11, PJ1211003, 氨氮为

T_PJ12_11, PJ1211004, SO2为

T_PJ12_11, PJ1211005, NOx为

T_PJ12_11, PJ1211006, 节水效益为

T_PJ12_11, PJ1211009, 固废

T_PJ12_12, PJ1212002, SO2

T_PJ12_12, PJ1212003, CO2

T_PJ12_12, PJ1212004, COD

T_PJ12_12, PJ1212005, 固废

T_PJ12_12, PJ1212006, NOx

T_PJ12_12, PJ1212007, 氨氮

T_PJ12_12, PJ1212008, 腾出的工业用地（亩）

T_PJ12_13, PJ1202001, 流水号

T_PJ12_13, PJ000, 项目流水号

T_PJ12_13, PJ1201041, 单位设立批复文件及文号

T_PJ12_13, PJ1201044, 中级职称人数

T_PJ12_13, PJ1201045, 高级职称人数

T_PJ12_13, PJ1201048, 现有的办公、检测仪器、车辆等情况

T_PJ12_13, PJ1201050, 所在园区

T_PJ12_13, PJ1201051, 上年用水量（取水量）

T_PJ12_13, PJ1201052, 企业试点类别

T_PJ12_13, PJB1201053, 所在市州编码

T_PJ12_13, PJB1201054, 所在区县编码

T_PJ12_13, PJ1201055, 街（乡、镇）

T_PJ12_14, PJ1214001, 流水号

T_PJ12_14, PJ000, 项目流水号

T_PJ12_14, PJ1214002, 淘汰落后电机

T_PJ12_14, PJ1214003, 功率

T_PJ12_14, PJ1214004, 电机与拖动系统匹配性改造功率

T_PJ12_14, PJ1214007, 折标煤

T_PJ12_14, PJ1214008, 小水电提升改造数量台（套）

T_PJ12_14, PJ1214011, 小水电改造前机组效率%

T_PJ12_14, PJ1214012, 小水电改造后机组效率%

T_PJ12_15, PJ1215001, 流水号

T_PJ12_15, PJ000, 项目流水号

T_PJ12_15, PJ1215002, 组织机构代码

T_PJ12_15, PJ1215003, 经济类型

T_PJ12_15, PJ1215008, 签订劳动合同职工人数（人）

T_PJ12_15, PJB1215009, 有关生产经营证照是否注销

T_PJ12_15, PJB1215010, 资产处置和清算是否完成

T_PJ12_15, PJB1215011, 职工是否解除劳动合同

T_PJ12_15, PJ1215014, 上一年资产总额（万元）

T_PJ12_15, PJ1215015, 本年度职工人数

T_PJ12_16, PJ1216002, 年度

T_PJ12_16, PJ1216003, 金额

T_PJ12_16, PJ1216004, 钢（万吨）

T_PJ12_16, PJ1216005, 铁（万吨）

T_PJ12_16, PJ1216008, 其中1-5月采购铁（万吨）

T_PJ13_01, PJ1301001, 流水号

T_PJ13_01, PJ000, 项目流水号

T_PJ13_01, PJ1301002, 机构名称

T_PJ13_01, PJB1301003, 地区

T_PJ13_01, PJ1301006, 机构净资产

T_PJ13_01, PJ1301007, 实收资本

T_PJ13_01, PJ1301008, 注册时间

T_PJ13_01, PJ1301011, 本年度末风险准备金余额

T_PJ13_01, PJ1301012, 联系人

T_PJ13_01, PJ1301013, 联系电话

T_PJ13_01, PJ1301014, 移动电话

T_PJ13_01, PJB1301015, 机构性质

T_PJ13_03, PJ1303001, 流水号

T_PJ13_03, PJ000, 项目流水号

T_PJ13_03, PJ1303002, 年度

T_PJ13_03, PJ1303003, 贷款担保发生总额

T_PJ13_03, PJ1303004, 资产总额

T_PJ13_03, PJ1303007, 业务收入

T_PJ13_03, PJ1303008, 其中贷款担保费收入

T_PJ13_04, PJ1304001, 流水号

T_PJ13_04, PJ000, 项目流水号

T_PJ13_04, PJ1304002, 贷款担保发生总额

T_PJ13_04, PJ1304003, 贷款担保费收入

T_PJ13_04, PJ1304006, 受保企业户数

T_PJ13_04, PJ1304007, 受保企业从业人数

T_PJ13_05, PJ1305001, 流水号

T_PJ13_05, PJ000, 项目流水号

T_PJ13_05, PJ1305002, 贷款担保发生额

T_PJ13_05, PJ1305003, 与贷款担保发生总额占比

T_PJ14_01, PJ1401001, 流水号

T_PJ14_01, PJ000, 项目流水号

T_PJ14_01, PJ1401002, 公司名称

T_PJ14_01, PJB1401003, 所属市州

T_PJ14_01, PJ1401004, 通讯地址

T_PJ14_01, PJB1401005, 性质

T_PJ14_01, PJ1401006, 邮编

T_PJ14_01, PJ1401007, 注册资本

T_PJ14_01, PJ1401008, 成立日期

T_PJ14_01, PJ1401009, 工商注册地

T_PJ14_01, PJ1401010, 主营业务

T_PJ14_01, PJB1401011, 所属行业

T_PJ14_01, PJ1401012, 发展方向

T_PJ14_01, PJ1401013, 总股本

T_PJ14_01, PJ1401014, 组织机构编码

T_PJ14_01, PJB1401015, 申请类别

T_PJ14_01, PJ1401016, 申请金额

T_PJ14_03, PJ1403001, 流水号

T_PJ14_03, PJ000, 项目流水号

T_PJ14_03, PJB1403002, 股本类型

T_PJ14_03, PJ1403003, 比重

T_PJ14_03, PJ1403004, 股本数量

T_PJ14_04, PJ1404001, 流水号

T_PJ14_04, PJ000, 项目流水号

T_PJ14_04, PJB1404002, 股东类型

T_PJ14_04, PJ1404003, 股东名称

T_PJ14_04, PJ1404004, 持股数量

T_PJ14_05, PJ1405001, 流水号

T_PJ14_05, PJ000, 项目流水号

T_PJ14_05, PJ1405002, 年度

T_PJ14_05, PJ1405003, 总资产

T_PJ14_05, PJ1405004, 净资产

T_PJ14_05, PJ1405005, 营业收入

T_PJ14_05, PJ1405006, 主营收入

T_PJ14_05, PJ1405007, 净利润

T_PJ14_06, PJ1406001, 流水号

T_PJ14_06, PJ000, 项目流水号

T_PJ14_06, PJ1406002, 股份公司设立时间

T_PJ14_06, PJ1406003, 审批机关

T_PJ14_06, PJB1406004, 上市板块

T_PJ14_06, PJ1406005, 进展情况

T_PJ14_06, PJ1406006, 首发融资

T_PJ14_06, PJ1406007, 主承销商

T_PJ14_07, PJ1407001, 流水号

T_PJ14_07, PJ000, 项目流水号

T_PJ14_07, PJ1407002, 职务

T_PJ14_07, PJ1407003, 姓名

T_PJ14_07, PJ1407004, 办公电话

T_PJ14_07, PJ1407005, 传真

T_PJ14_07, PJ1407006, 手机

T_PJ15_01, PJ1501001, 流水号

T_PJ15_01, PJ000, 项目流水号

T_PJ15_01, PJ1501002, 企业名称

T_PJ15_01, PJ1501003, 注册时间

T_PJ15_01, PJ1501004, 财务负责人

T_PJ15_01, PJ1501005, 企业地址

T_PJ15_01, PJ1501006, 开户银行

T_PJ15_01, PJ1501007, 法人代表

T_PJ15_01, PJ1501008, 银行对公账号

T_PJ15_01, PJ1501009, 申报联系人办公电话

T_PJ15_01, PJ1501010, 财务联系电话

T_PJ15_01, PJ1501011, 申报联系人手机

T_PJ15_01, PJB1501012, 所在地区代码

T_PJ15_01, PJ1501013, 组织机构代码

T_PJ15_01, PJB1501014, 所属行业

T_PJ15_01, PJB1501015, 注册类型

T_PJ15_01, PJ1501016, 邮编

T_PJ15_01, PJ1501017, 申报联系人电子邮箱

T_PJ15_01, PJ1501018, 经营范围

T_PJ15_01, PJ1501019, 主要产品及规模

T_PJ15_01, PJB1501020, 银行信用等级

T_PJ15_01, PJB1501021, 获得国家、省级资质、证书、荣誉等情况

T_PJ15_01, PJ1501022, 申报联系人

T_PJ15_01, PJ1501023, 贷款卡编码

T_PJ15_01, PJ1501024, 联系地址

T_PJ15_01, PJ1501025, 备注

T_PJ15_01, PJ1501026, 传真

T_PJ15_01, PJ1501027, 所在园区

T_PJ15_01, PJB1501028, 企业类别

T_PJ15_02, PJ1502001, 流水号

T_PJ15_02, PJ000, 项目流水号

T_PJ15_02, PJB1502002, 申报方向大项

T_PJ15_02, PJB1502003, 申报方向子项

T_PJ15_02, PJ1502004, 申请专项已投入资金-合计

T_PJ15_02, PJ1502005, 申请专项已投入资金-银行贷款

T_PJ15_02, PJ1502006, 银行贷款期限

T_PJ15_02, PJ1502007, 银行贷款利率

T_PJ15_02, PJ1502008, 银行贷款已支付利息

T_PJ15_02, PJ1502009, 自筹资金

T_PJ15_02, PJ1502010, 其他资金

T_PJ15_02, PJ1502011, 已获得财政补助资金

T_PJ15_02, PJB1502012, 申请方式

T_PJ15_02, PJ1502013, 申请金额

T_PJ15_02, PJ1502014, 贷款金额合计

T_PJ15_02, PJ1502015, 支付利息金额合计

T_PJ15_02, PJB1502016, 是否为区域性特色产业

T_PJ15_02, PJ1502017, 贷款银行

T_PJ15_02, PJ1502018, 传统产业或特色产业规划或目录

T_PJ15_03, PJ1503001, 流水号

T_PJ15_03, PJ000, 项目流水号

T_PJ15_03, PJ1503002, 年度

T_PJ15_03, PJ1503003, 资产总额

T_PJ15_03, PJ1503004, 流动资产总额

T_PJ15_03, PJ1503005, 固定资产总额

T_PJ15_03, PJ1503006, 负债总额

T_PJ15_03, PJ1503007, 银行贷款

T_PJ15_03, PJ1503008, 企业净资产额

T_PJ15_03, PJ1503009, 资产负债率

T_PJ15_03, PJ1503010, 营业收入

T_PJ15_03, PJ1503011, 新产品营业收入

T_PJ15_03, PJ1503012, 利润总额

T_PJ15_03, PJ1503014, 新产品销售利润

T_PJ15_03, PJ1503015, 上缴税金

T_PJ15_03, PJ1503016, 职工人数

T_PJ15_03, PJ1503017, 其中技术人员

T_PJ15_03, PJ1503018, 所有者权益

T_PJ15_04, PJ1504001, 流水号

T_PJ15_04, PJ000, 项目流水号

T_PJ08_02, PJ0802014, 土地购置投入

T_PJ12_13, PJ1201047, 上年度工作经费额度

T_PJ12_13, PJ1201049, 上年节能节水监察、培训、检查、宣传等工作开展情况

T_PJ12_12, PJ1212001, 流水号

T_PJ12_12, PJ000, 项目流水号

T_PJ12_11, PJ1211001, 流水号

T_PJ12_11, PJ000, 项目流水号

T_PJ12_11, PJ1211007, 综合利用固体废弃物为

T_PJ12_11, PJ1211008, 粉尘为

T_PJ12_10, PJ1210004, 年节约燃气

T_PJ12_10, PJ1210005, 年节约油

T_PJ12_10, PJ1210009, 油的品种和热值

T_PJ12_10, PJ1210011, 总节能量为

T_PJ12_09, PJ1209002, 年新增销售收入

T_PJ12_08, PJ1208001, 流水号

T_PJ12_08, PJ000, 项目流水号

T_PJ12_08, PJ1208004, 自有资金到位金额

T_PJ12_08, PJ1208005, 申报时已完成投资

T_PJ12_07, PJ1207009, 实际耗能量

T_PJ12_07, PJ1207013, 增值税

T_PJ12_07, PJ1207014, 所得税

T_PJ12_07, PJ1207017, 合计

T_PJ12_06, PJ1206001, 流水号

T_PJ12_06, PJ1206003, 现有生产能力

T_PJ12_06, PJ1206004, 年生产量

T_PJ12_03, PJ000, 项目流水号

T_PJ12_03, PJ1203002, 年度

T_PJ12_03, PJ1203005, 淘汰完成时间

T_PJ12_03, PJ1203006, 淘汰涉及人数

T_PJ12_03, PJ1203011, 主要设备

T_PJ12_03, PJ1203012, 项目审批机关及文号

T_PJ12_03, PJ1203016, 其中设备投资

T_PJ12_03, PJ1203017, 投产日期

T_PJ12_03, PJB1203018, 截止申报时是否拆除完毕

T_PJ12_02, PJB1202004, 申报类别

T_PJ12_02, PJ1202005, 申报专题

T_PJ12_02, PJ1202009, 电子邮箱

T_PJ12_02, PJ1202010, 项目建设内容

T_PJ12_02, PJ1202011, 项目备案（审批、核准）文号、机构成立批复

T_PJ12_02, PJ1202017, 项目建设结束时间

T_PJ12_02, PJ1202018, 项目实施后的预计效益

T_PJ12_02, PJ1202021, 改造前企业用水量（取水量）

T_PJ12_01, PJ1201031, 能源使用种类

T_PJ12_01, PJ1201032, 能源使用总量

T_PJ12_01, PJB1201037, 申报类型

T_PJ12_01, PJ1201040, 经营情况备注

T_PJ10_05, PJ1005013, 占项目总投资概算的比重（%）

T_PJ10_04, PJ1004003, 项目组展单位及参展单位数

T_PJ10_04, PJ1004004, 参展展位数

T_PJ10_03, PJ1003001, 流水号

T_PJ10_03, PJ000, 项目流水号

T_PJ10_03, PJ1003004, 教学设备仪器租用费用

T_PJ10_03, PJ1003005, 场地租赁费用

T_PJ10_02, PJB1002004, 培训层次（初级、中级、高级）

T_PJ10_02, PJ1002005, 培训开始时间

T_PJ10_02, PJ1002008, 培训主要内容

T_PJ10_02, PJ1002009, 培训结束时间

T_PJ10_01, PJ000, 项目流水号

T_PJ10_01, PJ1001002, 工商注册号

T_PJ10_01, PJ1001009, 传真

T_PJ10_01, PJ1001010, 邮编

T_PJ10_01, PJ1001011, 开户银行名称

T_PJ10_01, PJ7098, 填报时间

T_PJ10_01, PJ1001014, 注册时间

T_PJ10_01, PJ1001018, 职工人数

T_PJ10_01, PJ1001019, 销售收入

T_PJ10_01, PJ1001024, 企业近年来获得的主要奖励、荣誉等

T_PJ10_01, PJ1001025, 资产总额

T_PJ09_10, PJ0910002, 节能量（折标煤）

T_PJ09_10, PJ0910003, 空气污染物减排量（主要为SO2减排）

T_PJ09_09, PJB0909004, 新增税金

T_PJ09_09, PJ0909005, 新增出口创汇

T_PJ09_07, PJ0907002, 主要产品名称

T_PJ09_07, PJ0907003, 生产能力

T_PJ09_06, PJ0906001, 流水号

T_PJ09_06, PJ000, 项目流水号

T_PJ09_06, PJ0906003, 品牌建设、营销宣传方案简介

T_PJ09_06, PJ0906004, 品牌建设、营销宣传实施情况

T_PJ09_05, PJ0905005, 其他资金

T_PJ09_04, PJ0904001, 流水号

T_PJ09_04, PJ0904005, 覆盖主要地区

T_PJ09_04, PJ0904006, 主要产品品牌

T_PJ09_03, PJ0903007, 全国或全省行业排名（按销售收入）

T_PJ09_02, PJ0902001, 流水号

T_PJ09_02, PJ0902005, 项目简介

T_PJ09_02, PJ0902006, 项目技术水平及主要技术指标

T_PJ09_02, PJ0902010, 项目设备投资

T_PJ09_02, PJ0902014, 项目审批（备案）单位及文号

T_PJ09_01, PJ0901001, 流水号

T_PJ09_01, PJ0901007, 成立时间

T_PJ09_01, PJ0901008, 企业地址

T_PJ09_01, PJ0901014, 固定资产净值

T_PJ09_01, PJ0901015, 其中：技术人员(人)

T_PJ09_01, PJ0901016, 基本结算户银行

T_PJ09_01, PJ0901020, 固定资产原值

T_PJ09_01, PJ0901021, 资产负债率

T_PJ09_01, PJ0901024, 短期贷款余额

T_PJ09_01, PJ0901027, 应收帐款

T_PJ09_01, PJ0901028, 应付帐款

T_PJ09_01, PJ0901031, 企业经济效益备注

T_PJ08_11, PJ0811002, 支出分类细项名称

T_PJ08_11, PJ0811003, 支持内容、标准

T_PJ08_10, PJB0810003, 年度项目营业收入

T_PJ08_10, PJ0810006, 年度项目出口创汇

T_PJ08_10, PJ0810007, 年度科研投入

T_PJ08_09, PJB0809003, 自筹资金

T_PJ08_09, PJ0809004, 银行贷款

T_PJ08_08, PJ0808002, 贷款银行名称

T_PJ08_08, PJ0808006, 已到位贷款金额

T_PJ08_08, PJ0808007, 已付贷款利息

T_PJ08_07, PJ0807005, 申请财政补助资金类别（专项补助）

T_PJ08_07, PJ0807006, 申请财政补助资金类别（贷款贴息）

T_PJ08_06, PJ0806005, 专项资金名称

T_PJ08_06, PJ0806006, 资金主管部门

T_PJ08_05, PJ0805001, 流水号

