当前数据库信息：
jdbc:oracle:thin:@192.168.10.213:1521:testdb, yn01700_p, yn01700_p
==================


1、数据库实例信息


2、安装环境信息


3、数据库产品信息

product, status, version

NLSRTL, Production, 11.2.0.4.0

Oracle Database 11g Enterprise Edition, 64bit Production, 11.2.0.4.0

PL/SQL, Production, 11.2.0.4.0

TNS for Linux:, Production, 11.2.0.4.0


4、数据库安装配置信息

parameter, value
BIN$JKVzdujbZqDgU9UKqMBrug==$0, AAE009, 户名

BIN$JKVzdujbZqDgU9UKqMBrug==$0, AAE010, 银行账号

BIN$JKVzdujbZqDgU9UKqMBrug==$0, AAE008, 银行编号

BIN$JKVzdujbZqDgU9UKqMBrug==$0, AAF002, 金融行业机构编码

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE013, 备注

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAB139, 参保所属机构

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE100, 当前有效标志

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAZ076, 工作经历事件ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE011, 经办人

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE036, 经办时间

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAB003, 经办所属机构

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAZ185, 人员工作经历ID

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAZ159, 人员参保关系ID

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAC001, 人员ID

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE140, 险种类型

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAB001, 单位ID

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAB004, 单位名称

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, YAC567, 工作经历类型

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAC019, 特殊工种代码

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE041, 开始年月

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE042, 终止年月

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, YAE599, 月数

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE013, 备注

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, YAB139, 参保所属机构

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE100, 有效标志

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, YAZ076, 工作经历事件ID

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE011, 经办人

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, AAE036, 经办时间

BIN$JoklEnQ5P87gU9UKqMB3lQ==$0, YAB003, 经办所属机构

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAZ159, 人员参保关系ID

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAB001, 单位ID

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAE011, 经办人

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, AAE036, 经办时间

BIN$IFQWrz3bEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAZ076, 工作经历事件ID

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAZ159, 人员参保关系ID

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAC001, 人员ID

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE140, 险种类型

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAB001, 单位ID

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAB004, 参保单位名称

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAC567, 工作经历类型

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAC019, 特殊工种代码

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE041, 开始年月

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE042, 终止年月

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAE599, 月数

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE013, 备注

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB139, 参保所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAZ002, 业务日志ID

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE011, 经办人

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE036, 经办时间

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE016, 复核标志

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE014, 复核人

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, AAE015, 复核时间

BIN$IFQWrz3iEBLgU9UKqMDS4g==$0, YAB004, 复核经办机构

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAZ076, 工作经历事件ID

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAZ159, 人员参保关系ID

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAC001, 人员ID

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE140, 险种类型

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAB001, 单位ID

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAB004, 参保单位名称

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAC567, 工作经历类型

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAC019, 特殊工种代码

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE041, 开始年月

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE042, 终止年月

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAE599, 月数

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE013, 备注

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAB139, 参保所属机构

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAZ002, 业务日志ID

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE011, 经办人

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE036, 经办时间

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAB003, 经办所属机构

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE016, 复核标志

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE014, 复核人

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, AAE015, 复核时间

BIN$Josk+SZ2W6bgU9UKqMABAg==$0, YAB004, 复核经办机构

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, YAZ076, 工作经历事件ID

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAZ185, 人员工作经历ID

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAC001, 人员ID

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, YAZ076, 工作经历事件ID

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAZ185, 人员工作经历ID

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAC001, 人员ID

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE013, 备注

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAZ002, 业务日志ID

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE011, 经办人

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE036, 经办时间

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE013, 备注

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, YAB003, 经办所属机构

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAZ002, 业务日志ID

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE011, 经办人

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE036, 经办时间

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, YAB003, 经办所属机构

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE016, 复核标志

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE014, 复核人

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, AAE015, 复核时间

BIN$IFQWrz3mEBLgU9UKqMDS4g==$0, YAB004, 复核经办机构

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE016, 复核标志

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE014, 复核人

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, AAE015, 复核时间

BIN$JoklEnQyP87gU9UKqMB3lQ==$0, YAB004, 复核经办机构

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAZ065, 银行ID

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE008, 银行编号

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAF002, 金融行业机构编码

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE596, 人行内银行编号（银行托收使用）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE597, 银行简称

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE598, 银行地址（省）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAE599, 银行地址（市、县）

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE013, 备注

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE011, 经办人

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE036, 经办时间

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAB003, 经办所属机构

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAZ002, 业务日志ID

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE014, 复核人

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE015, 复核时间

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, AAE016, 复核标志

BIN$IHYGJFdgK0jgU9UKqMBFtw==$0, YAB004, 复核经办机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB139, 参保所属机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB305, 开展基本养老保险业务日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB306, 基本养老保险实行统帐结合或实行统一制度日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB307, 开展基本医疗保险业务日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB308, 基本医疗保险统帐结合日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB309, 开展失业保险业务日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB310, 失业保险开始个人缴费时间

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB311, 开展工伤保险业务日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAB312, 开展生育保险业务日期

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE013, 备注

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE011, 经办人

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE036, 经办时间

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB003, 经办所属机构

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAZ002, 业务日志ID

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE014, 复核人

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE015, 复核时间

BIN$IHaCbCP4NwngU9UKqMApLw==$0, AAE016, 复核标志

BIN$IHaCbCP4NwngU9UKqMApLw==$0, YAB004, 复核经办机构

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAZ313, 社保银行新增事件ID

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAZ002, 业务日志ID

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE013, 备注

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE011, 经办人

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE036, 经办时间

BIN$IHaCbCP8NwngU9UKqMApLw==$0, YAB003, 经办所属机构

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE014, 复核人

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE015, 复核时间

BIN$IHaCbCP8NwngU9UKqMApLw==$0, AAE016, 复核标志

BIN$IHaCbCP8NwngU9UKqMApLw==$0, YAB004, 复核经办机构

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ314, 社保银行新增事件明细ID

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ313, 社保银行新增事件ID

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAE140, 险种类型

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ198, 社会保险机构ID

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAE009, 户名

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAE010, 银行账号

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ065, 银行ID

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAA082, 当事人银行账号用途类别

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAE013, 备注

BIN$IHaCbCQANwngU9UKqMApLw==$0, AAZ004, 当事人银行账号用途ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAE102, 协议ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAA028, 当事人类别

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAZ010, 当事人ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAZ003, 当事人银行账号ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE004, 联系人姓名

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE005, 联系电话

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE006, 地址

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE007, 邮政编码

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAE103, 协议状态

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAE106, 协议号

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAF010, 社保机构银行账号ID

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAF011, 银行同城异地标志

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAF054, 协议生效日期

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE041, 开始年月

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, AAE042, 终止年月

BIN$IE0PmAoVSl/gU9UKqMA0Mg==$0, YAB139, 参保所属机构

BIN$IE0P3+JoRkvgU9UKqMCu1Q==$0, YAE102, 协议ID

BIN$IE0P3+JoRkvgU9UKqMCu1Q==$0, AAE140, 险种类型

BIN$IE0P3+JoRkvgU9UKqMCu1Q==$0, YAF061, 缴费档次代码

BIN$IE0P3+JoRkvgU9UKqMCu1Q==$0, AAA095, 申报周期

BIN$IE0P3+JoRkvgU9UKqMCu1Q==$0, AAE013, 备注

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAE105, 变更信息ID

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAA028, 当事人类别

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAZ010, 当事人ID

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAZ003, 当事人银行账号ID

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE008, 银行编号

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE009, 户名

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE010, 银行账号

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE004, 联系人姓名

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE005, 联系电话

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE006, 地址

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE007, 邮政编码

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAE102, 协议ID

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAE104, 协议变更类型

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAE106, 协议号

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAF010, 社保机构银行账号ID

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAF011, 银行同城异地标志

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE041, 开始年月

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE042, 终止年月

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAF054, 协议生效日期

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, YAB139, 参保所属机构

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAE016, 复核标志

BIN$IE0PmAobSl/gU9UKqMA0Mg==$0, AAZ002, 业务日志ID

BIN$IE0P3+JtRkvgU9UKqMCu1Q==$0, YAE105, 变更信息ID

BIN$IE0P3+JtRkvgU9UKqMCu1Q==$0, AAE140, 险种类型

BIN$IE0P3+JtRkvgU9UKqMCu1Q==$0, YAF061, 缴费档次代码

BIN$IE0P3+JtRkvgU9UKqMCu1Q==$0, AAA095, 申报周期

BIN$IE0P3+JtRkvgU9UKqMCu1Q==$0, AAE013, 备注

AC22, AAB030, 税号

AC22, AAZ066, 税务机构ID

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAZ058, 社会保险登记证年检信息ID

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAZ057, 社会保险登记证发放事件ID

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAB001, 单位ID

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAE001, 年度

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAE013, 备注

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAE100, 有效标志

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAE011, 经办人

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, AAE036, 经办时间

BIN$JfjYv4v/CKHgU9UKqMDnJg==$0, YAB003, 经办所属机构

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, YAZ058, 社会保险登记证年检事件ID

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAZ058, 社会保险登记证年检信息ID

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAZ057, 社会保险登记证发放事件ID

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAB001, 单位ID

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE001, 年度

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAB341, 年检情况

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE013, 备注

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAZ002, 业务日志ID

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE011, 经办人

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE036, 经办时间

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, YAB003, 经办所属机构

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE016, 复核标志

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE014, 复核人

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, AAE015, 复核时间

BIN$JfjXLhHwCG3gU9UKqMBmCw==$0, YAB004, 复核所属机构

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAZ057, 社会保险登记证发放事件ID

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB001, 单位ID

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB002, 社会保险登记证编码

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB059, 社会保险登记证发放类型

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB057, 社会保险登记证状态

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE044, 名称

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE006, 地址

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB019, 单位类型

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE045, 法定代表人姓名

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE053, 组织机构代码

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB038, 社会保险登记证有效期限

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, YAB139, 参保所属机构

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAB036, 社会保险登记证发证日期

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE013, 备注

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE011, 经办人

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, AAE036, 经办时间

BIN$JfYPlTT5XTfgU9UKqMDyZQ==$0, YAB003, 经办所属机构

AB25A1, AAZ057, 社会保险登记证发放事件ID

AB25A1, AAB001, 单位ID

AB25A1, AAB002, 社会保险登记证编码

AB25A1, AAB059, 社会保险登记证发放类型

AB25A1, AAE044, 名称

AB25A1, AAE006, 地址

AB25A1, AAB019, 单位类型

AB25A1, AAE045, 法定代表人姓名

AB25A1, AAE053, 组织机构代码

AB25A1, AAB038, 社会保险登记证有效期限

AB25A1, YAB139, 参保所属机构

AB25A1, AAB036, 社会保险登记证发证日期

AB25A1, AAE013, 备注

AB25A1, AAZ002, 业务日志ID

AB25A1, AAE011, 经办人

AB25A1, AAE036, 经办时间

AB25A1, YAB003, 经办所属机构

AB25A1, AAE016, 复核标志

AB25A1, AAE014, 复核人

AB25A1, AAE015, 复核时间

AB25A1, YAB004, 复核所属机构

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAZ057, 社会保险登记证发放事件ID

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAB001, 单位ID

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE013, 备注

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAZ002, 业务日志ID

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE011, 经办人

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE036, 经办时间

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, YAB003, 经办所属机构

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE016, 复核标志

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE014, 复核人

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, AAE015, 复核时间

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, YAB004, 复核所属机构

BIN$JfXEbEDBWJPgU9UKqMBVhA==$0, YAZ057, 社会保险登记证注销事件ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAZ185, 人员工作经历ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAZ159, 人员参保关系ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAC001, 人员ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE140, 险种类型

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAB001, 单位ID

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAB004, 单位名称

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAC567, 工作经历类型

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAC019, 特殊工种代码

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE041, 开始年月

BIN$IFMAARTfDcPgU9UKqMA94w==$0, AAE042, 终止年月

BIN$IFMAARTfDcPgU9UKqMA94w==$0, YAE599, 月数

AE10, AAB140, 组织机构代码证颁发单位

AE10, AAB139, 组织机构代码证有效期期

AE10, AAB138, 组织机构类型

AE17, AAB140, 组织机构代码证颁发单位

AE17, AAB139, 组织机构代码证有效期期

AE17, AAB138, 组织机构类型

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAE181, 年度累计缴费基数增加额

BIN$IMc61jDnYJHgU9UKqMComQ==$0, AAA095, 申报周期

AC43A2, AAE181, 年度累计缴费基数增加额

AC43A2, AAA095, 申报周期

BIN$IycFBKBgVXTgU9UKqMDM+Q==$0, AAE228, 收入日期

BIN$IMc61jEBYJHgU9UKqMComQ==$0, AAA095, 申报周期

BIN$IycFBKBgVXTgU9UKqMDM+Q==$0, YAD003, 实处理金额

BIN$I5o4RVKAdXbgU9UKqMC0Rg==$0, AAA095, 申报周期

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAE567, 人员核定事件ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAC001, 人员ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE140, 险种类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAB001, 单位ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAA115, 应缴类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAC040, 工资

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE180, 人员缴费基数

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE002, 做账期号

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE003, 对应费款所属期

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE078, 到账标志

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE079, 到账年月

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAE078, 人员到账标志

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAE079, 人员到账年月

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAZ113, 浮动费率参数ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAZ289, 征缴规则类型ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAZ136, 基数核定规则参数ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAE518, 当事人核定ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAC013, 用工形式

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAC084, 险种离退休标志

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAC120, 人员类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAC121, 人员类别

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAB019, 单位管理类型

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE001, 年度

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AKC023, 年龄

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE041, 开始年月

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE042, 终止年月

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAZ159, 人员参保关系ID

BIN$IMc61jDNYJHgU9UKqMComQ==$0, YAB139, 参保所属机构

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAA052, 定额标志

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AJA004, 农民工标示

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE201, 缴费月数

BIN$IMc61jDNYJHgU9UKqMComQ==$0, AAE013, 备注

